STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       4928;19580101;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   6.0;  970.30;    4.0;   70.00;    8.4;    2.0;    1.2;eor
       4928;19580102;-999;-999;-999;    5;   0.0;   7;-999;   0;   5.0;   5.3;  973.40;    1.3;   80.00;    4.5;   -1.9;   -2.2;eor
       4928;19580103;-999;-999;-999;    5;   0.0;   7;-999;   0;   8.0;   4.4;  986.00;   -0.8;   75.00;    1.5;   -1.5;   -0.7;eor
       4928;19580104;-999;-999;-999;    5;   0.5;   8;-999;   0;   7.0;   4.0;  986.00;   -2.0;   75.00;    1.0;   -4.1;   -4.5;eor
       4928;19580105;-999;-999;-999;    5;   3.7;   8;-999;   0;   8.0;   7.3;  969.40;    5.0;   88.00;    7.8;   -2.1;   -1.9;eor
       4928;19580106;-999;-999;-999;    5;   8.5;   1;-999;   0;   6.7;   8.0;  963.80;    7.0;   84.00;   10.2;    3.4;    1.3;eor
       4928;19580107;-999;-999;-999;    5;   4.0;   8;-999;   0;   6.7;   6.1;  960.40;    4.6;   71.00;   11.6;    1.0;    2.8;eor
       4928;19580108;-999;-999;-999;    5;   1.2;   1;-999;   0;   6.0;   5.7;  980.60;    2.4;   79.00;    4.0;    0.4;   -0.7;eor
       4928;19580109;-999;-999;-999;    5;   1.2;   1;-999;   0;   7.3;   6.4;  967.90;    3.5;   80.00;    4.8;    2.0;    1.6;eor
       4928;19580110;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.0;   5.5;  967.90;    2.8;   72.00;    6.0;    1.6;    2.3;eor
       4928;19580111;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.7;   6.4;  949.20;    5.6;   68.00;    8.4;    1.5;    1.1;eor
       4928;19580112;-999;-999;-999;    5;   1.4;   8;-999;   0;   7.3;   5.9;  960.80;    1.3;   86.00;    4.7;    0.7;   -0.7;eor
       4928;19580113;-999;-999;-999;    5;   7.7;   8;-999;   5;   8.0;   6.1;  975.40;    0.4;   96.00;    1.0;   -0.2;    0.3;eor
       4928;19580114;-999;-999;-999;    5;   2.5;   8;-999;   3;   8.0;   6.4;  986.00;    1.7;   93.00;    2.2;    0.1;    0.4;eor
       4928;19580115;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.0;  993.00;    1.0;   92.00;    2.1;    0.2;    0.5;eor
       4928;19580116;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   5.2;  994.70;    1.0;   80.00;    1.7;    0.2;    0.3;eor
       4928;19580117;-999;-999;-999;    5;   2.1;   8;-999;   0;   8.0;   5.9;  989.50;    0.7;   92.00;    1.6;   -0.8;   -0.7;eor
       4928;19580118;-999;-999;-999;    5;   0.1;   1;-999;   0;   8.0;   6.0;  980.30;    2.3;   83.00;    3.2;    1.4;   -0.7;eor
       4928;19580119;-999;-999;-999;    5;  17.1;   8;-999;   0;   7.3;   6.5;  964.60;    2.2;   85.00;    6.7;   -0.8;    1.7;eor
       4928;19580120;-999;-999;-999;    5;   0.9;   7;-999;  11;   5.0;   4.3;  964.60;   -3.1;   83.00;   -0.3;   -4.5;   -0.4;eor
       4928;19580121;-999;-999;-999;    5;   0.0;   0;-999;  15;   5.3;   4.5;  969.80;   -1.8;   85.00;    0.1;   -5.3;   -8.2;eor
       4928;19580122;-999;-999;-999;    5;   0.1;   7;-999;  12;   7.3;   4.9;  966.00;   -0.2;   81.00;    2.6;   -5.8;   -7.2;eor
       4928;19580123;-999;-999;-999;    5;   0.0;   0;-999;  10;   4.0;   4.1;  972.80;   -2.8;   82.00;    0.3;   -4.4;   -2.8;eor
       4928;19580124;-999;-999;-999;    5;   0.5;   7;-999;   9;   7.3;   4.5;  976.80;   -2.5;   89.00;    0.7;   -9.9;  -11.2;eor
       4928;19580125;-999;-999;-999;    5;   0.0;   0;-999;  13;   2.0;   4.0;  989.40;   -2.2;   73.00;    1.5;   -4.5;   -4.3;eor
       4928;19580126;-999;-999;-999;    5;   0.1;   1;-999;  12;   6.3;   3.5;  988.30;   -2.4;   69.00;   -0.5;   -8.9;  -11.4;eor
       4928;19580127;-999;-999;-999;    5;   0.0;   0;-999;   7;   3.7;   5.2;  992.30;    1.4;   72.00;    5.9;   -1.3;   -1.3;eor
       4928;19580128;-999;-999;-999;    5;   0.0;   0;-999;   6;   0.0;   2.9;  989.50;   -1.6;   53.00;    3.8;   -6.1;   -8.5;eor
       4928;19580129;-999;-999;-999;    5;   0.0;   0;-999;   6;   1.7;   3.3;  989.10;   -2.8;   66.00;    1.5;   -7.8;   -8.0;eor
       4928;19580130;-999;-999;-999;    5;   0.0;   0;-999;   5;   0.3;   4.0;  992.60;   -3.2;   84.00;    2.2;   -8.6;   -8.0;eor
       4928;19580131;-999;-999;-999;    5;   0.0;   0;-999;   5;   3.3;   5.5;  992.80;   -0.2;   88.00;    2.8;   -3.7;   -6.4;eor
       4928;19580201;-999;-999;-999;    5;   0.0;   0;-999;   5;   7.3;   4.4;  991.60;   -3.0;   90.00;   -0.4;   -6.0;   -7.0;eor
       4928;19580202;-999;-999;-999;    5;   0.0;   0;-999;   5;   4.7;   4.5;  993.60;   -1.4;   83.00;    0.7;   -4.0;   -2.3;eor
       4928;19580203;-999;-999;-999;    5;   0.2;   1;-999;   4;   3.3;   5.5;  994.30;    1.7;   78.00;    3.4;   -3.3;   -4.1;eor
       4928;19580204;-999;-999;-999;    5;   0.0;   1;-999;   4;   4.7;   4.5;  989.40;   -2.0;   86.00;    2.3;   -5.6;   -5.8;eor
       4928;19580205;-999;-999;-999;    5;   6.5;   8;-999;   0;   8.0;   6.8;  971.90;    4.7;   77.00;    6.8;   -3.0;   -5.3;eor
       4928;19580206;-999;-999;-999;    5;  32.0;   8;-999;   0;   8.0;   5.6;  966.60;   -0.6;   91.00;    4.0;   -2.3;    1.4;eor
       4928;19580207;-999;-999;-999;    5;  14.8;   7;-999;  49;   8.0;   4.8;  965.40;   -2.4;   93.00;    0.0;   -3.0;   -1.7;eor
       4928;19580208;-999;-999;-999;    5;   0.7;   1;-999;  52;   7.7;   7.6;  964.00;    6.2;   82.00;    8.6;   -2.9;   -3.1;eor
       4928;19580209;-999;-999;-999;    5;   0.0;   0;-999;  10;   4.3;   8.5;  972.60;    7.1;   82.00;   12.2;    4.9;    0.9;eor
