STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3137;19480101;-999;-999;-999;    5;  16.7;   8;-999;   2;   8.0;   6.4; 1001.90;    1.6;   96.00;    2.9;   -1.7;-999;eor
       3137;19480102;-999;-999;-999;    5;   6.1;   1;-999;   0;   7.3;  10.0;  998.40;   10.0;   84.00;   12.1;    2.9;-999;eor
       3137;19480103;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;  12.1; 1001.90;   12.5;   83.00;   14.3;   10.5;-999;eor
       3137;19480104;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;  10.3;  998.40;   10.2;   82.00;   12.4;    9.3;-999;eor
       3137;19480105;-999;-999;-999;    5;   0.2;   1;-999;   0;   7.0;   8.3;  986.20;    8.0;   76.00;   12.2;    5.7;-999;eor
       3137;19480106;-999;-999;-999;    5;   4.2;   1;-999;   0;   5.0;   6.0;  990.60;    2.8;   79.00;    7.1;    1.3;-999;eor
       3137;19480107;-999;-999;-999;    5;   2.2;   1;-999;   0;   6.7;   9.2;  971.00;    8.3;   89.00;   11.1;    2.6;-999;eor
       3137;19480108;-999;-999;-999;    5;   1.1;   1;-999;   0;   6.0;   6.8;  980.80;    4.0;   83.00;   11.1;    3.0;-999;eor
       3137;19480109;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.0;   6.1;  993.10;    2.7;   81.00;    4.9;    1.9;-999;eor
       3137;19480110;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   7.2;  993.20;    6.0;   74.00;    9.0;    2.0;-999;eor
       3137;19480111;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.8;  996.40;    3.7;   84.00;    6.0;    3.0;-999;eor
       3137;19480112;-999;-999;-999;    5;   1.2;   1;-999;   0;   8.0;   8.7;  995.60;    8.4;   78.00;   11.1;    3.0;-999;eor
       3137;19480113;-999;-999;-999;    5;   6.6;   1;-999;   0;   8.0;  11.2;  993.00;   12.0;   80.00;   12.7;    7.8;-999;eor
       3137;19480114;-999;-999;-999;    5;   9.4;   1;-999;   0;   8.0;   7.7;  994.40;    5.2;   88.00;   12.4;    4.5;-999;eor
       3137;19480115;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;   6.9;  988.20;    3.6;   85.00;    6.5;    2.0;-999;eor
       3137;19480116;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   6.4;  991.10;    2.7;   89.00;    4.0;    1.0;-999;eor
       3137;19480117;-999;-999;-999;    5;   1.2;   7;-999;   0;   7.7;   6.0;  994.00;    2.2;   85.00;    3.4;    0.7;-999;eor
       3137;19480118;-999;-999;-999;    5;   2.9;   8;-999;   1;   6.0;   6.5;  984.40;    2.7;   88.00;    5.9;    0.0;-999;eor
       3137;19480119;-999;-999;-999;    5;   4.3;   8;-999;   0;   7.7;   6.3;  979.60;    3.3;   81.00;    5.0;    1.9;-999;eor
       3137;19480120;-999;-999;-999;    5;   0.0;   0;-999;   1;   7.7;   5.3;  982.40;    1.2;   79.00;    3.5;    0.5;-999;eor
       3137;19480121;-999;-999;-999;    5;   0.9;   7;-999;   0;   8.0;   4.9;  989.50;    0.4;   79.00;    1.5;   -1.0;-999;eor
       3137;19480122;-999;-999;-999;    5;   0.8;   8;-999;   1;   7.3;   6.0;  984.80;    2.5;   83.00;    4.4;    0.3;-999;eor
       3137;19480123;-999;-999;-999;    5;   0.4;   1;-999;   0;   6.0;   6.0;  987.00;    1.9;   87.00;    3.8;   -1.0;-999;eor
       3137;19480124;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   6.8;  989.40;    3.2;   89.00;    4.4;    2.0;-999;eor
       3137;19480125;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   6.8;  989.40;    3.0;   90.00;    4.2;    2.5;-999;eor
       3137;19480126;-999;-999;-999;    5;   2.8;   1;-999;   0;   8.0;   6.0;  984.80;    0.4;   96.00;    3.0;    0.0;-999;eor
       3137;19480127;-999;-999;-999;    5;   4.6;   1;-999;   0;   7.7;   6.9;  979.80;    3.4;   90.00;    5.4;    0.2;-999;eor
       3137;19480128;-999;-999;-999;    5;   3.2;   1;-999;   0;   7.0;   7.5;  985.80;    4.3;   87.00;    8.5;    1.4;-999;eor
       3137;19480129;-999;-999;-999;    5;   0.9;   1;-999;   0;   8.0;   8.7;  985.50;    7.5;   85.00;   10.0;    2.8;-999;eor
       3137;19480130;-999;-999;-999;    5;   1.3;   1;-999;   0;   7.3;   8.9;  995.20;    9.3;   77.00;   10.0;    6.2;-999;eor
       3137;19480131;-999;-999;-999;    5;   2.5;   1;-999;   0;   8.0;  11.3;  998.40;   10.8;   86.00;   12.0;   10.0;-999;eor
       3137;19480201;-999;-999;-999;    5;   2.2;   1;-999;   0;   7.3;   8.1; 1011.00;    8.5;   72.00;   11.4;    7.4;-999;eor
       3137;19480202;-999;-999;-999;    5;   0.2;   1;-999;   0;   8.0;   8.3; 1009.10;    8.0;   80.00;   11.5;    3.8;-999;eor
       3137;19480203;-999;-999;-999;    5;   9.9;   1;-999;   0;   7.7;  10.0; 1000.30;    9.8;   82.00;   12.6;    7.8;-999;eor
       3137;19480204;-999;-999;-999;    5;   1.0;   1;-999;   0;   3.7;   6.8; 1000.70;    5.4;   74.00;    9.7;    4.2;-999;eor
       3137;19480205;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.3;   7.2; 1004.00;    5.9;   77.00;    7.6;    4.3;-999;eor
       3137;19480206;-999;-999;-999;    5;   1.6;   1;-999;   0;   5.0;   7.2;  997.60;    6.1;   76.00;    8.4;    4.2;-999;eor
       3137;19480207;-999;-999;-999;    5;   9.4;   1;-999;   0;   7.0;   7.5; 1005.90;    5.7;   85.00;    8.0;    2.6;-999;eor
       3137;19480208;-999;-999;-999;    5;   0.5;   1;-999;   0;   8.0;  10.7; 1001.40;   10.6;   84.00;   12.0;    3.2;-999;eor
       3137;19480209;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.7;   8.3;  999.20;    9.2;   69.00;   11.9;    8.3;-999;eor
       3137;19480210;-999;-999;-999;    5;   0.8;   1;-999;   0;   8.0;   7.7; 1003.20;    6.4;   80.00;    8.3;    6.0;-999;eor
       3137;19480211;-999;-999;-999;    5;   0.3;   1;-999;   0;   7.3;   8.5; 1001.50;    7.4;   83.00;    8.6;    6.2;-999;eor
       3137;19480212;-999;-999;-999;    5;   0.5;   1;-999;   0;   5.3;   7.7; 1001.20;    6.1;   79.00;    8.2;    5.0;-999;eor
       3137;19480213;-999;-999;-999;    5;   0.8;   1;-999;   0;   6.7;   6.5; 1009.10;    4.8;   77.00;    7.5;    0.8;-999;eor
       3137;19480214;-999;-999;-999;    5;   0.8;   1;-999;   0;   8.0;   8.5; 1009.80;    5.1;   98.00;    5.7;    4.3;-999;eor
       3137;19480215;-999;-999;-999;    5;   2.8;   8;-999;   0;   7.3;   8.9; 1002.70;    7.7;   87.00;   10.1;    4.9;-999;eor
       3137;19480216;-999;-999;-999;    5;   0.0;   7;-999;   0;   4.3;   4.9; 1010.70;    1.5;   70.00;    8.3;    0.2;-999;eor
       3137;19480217;-999;-999;-999;    5;   0.0;   7;-999;   0;   2.3;   3.6; 1013.50;   -0.8;   61.00;    1.3;   -1.4;-999;eor
       3137;19480218;-999;-999;-999;    5;   0.0;   7;-999;   0;   5.3;   3.5; 1012.70;   -2.0;   67.00;   -1.0;   -3.3;-999;eor
       3137;19480219;-999;-999;-999;    5;   0.8;   7;-999;   0;   5.3;   3.1; 1007.20;   -6.5;   80.00;   -1.7;   -8.4;-999;eor
       3137;19480220;-999;-999;-999;    5;   0.0;   7;-999;   0;   1.0;   2.3; 1005.00;   -8.0;   67.00;   -5.5;  -10.6;-999;eor
       3137;19480221;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   2.9; 1002.00;   -4.4;   68.00;   -1.5;  -10.6;-999;eor
       3137;19480222;-999;-999;-999;    5;   1.7;   7;-999;   2;   8.0;   3.5;  994.60;   -4.0;   77.00;   -0.6;   -6.6;-999;eor
       3137;19480223;-999;-999;-999;    5;   0.8;   7;-999;   4;   8.0;   3.5;  999.90;   -4.6;   81.00;   -3.0;   -6.2;-999;eor
       3137;19480224;-999;-999;-999;    5;   0.0;   0;-999;   5;   4.0;   4.0; 1009.90;   -4.0;   85.00;   -0.1;   -6.0;-999;eor
       3137;19480225;-999;-999;-999;    5;   0.0;   0;-999;   4;   2.7;   3.7; 1011.80;   -3.2;   76.00;   -0.2;   -6.5;-999;eor
       3137;19480226;-999;-999;-999;    5;   0.0;   0;-999;   2;   0.0;   3.5; 1011.80;   -0.6;   62.00;    4.3;   -5.1;-999;eor
       3137;19480227;-999;-999;-999;    5;   0.0;   0;-999;   1;   0.0;   3.2; 1011.90;    1.9;   47.00;    6.9;   -2.5;-999;eor
       3137;19480228;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   4.8; 1014.40;    1.2;   73.00;    7.4;   -2.8;-999;eor
       3137;19480229;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;   5.3; 1018.40;    2.4;   75.00;    6.5;   -1.8;-999;eor
       3137;19480301;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.3;   6.3; 1020.80;    4.8;   74.00;   12.0;    0.4;-999;eor
       3137;19480302;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   6.4; 1021.40;    4.6;   75.00;   10.7;    0.7;-999;eor
       3137;19480303;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   5.7; 1022.30;    3.9;   73.00;   11.0;   -1.6;-999;eor
       3137;19480304;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   5.5; 1021.60;    4.1;   71.00;   13.4;   -2.6;-999;eor
